symbol,company_name,sector,industry,country,market_cap,net_income,total_revenue,return_on_assets,return_on_equity,profit_margins,pe_trailing,pe_forward,earnings_growth,price_to_sales,price_to_book,revenue_growth,debt_to_equity,dividend_yield,payout_ratio,free_cashflow
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,55757373440.0,12026999808.0,68174000128.0,0.07521,0.45221,0.17813,4.7920356,8.262689,3.384,0.8178686,1.8875489,0.03,23.719,1.99,0.090299994,12428999680.0
ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,11208613888.0,633699968.0,4159000064.0,0.11034001,0.34179002,0.15237,17.818304,13.6649885,-0.07,2.6950262,5.334342,0.097,105.863,1.63,0.2842,494362496.0
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,United States,690309120.0,-173760000.0,,-0.25974,-0.52316004,0.0,,-2.5997999,,,1.7559261,,29.064,,0.0,-69944872.0
ALLY,Ally Financial Inc.,Financial Services,Credit Services,United States,12981252096.0,1286000000.0,7687000064.0,0.00715,0.09356,0.18160999,10.279126,6.5291457,,1.688728,0.9799611,0.197,,2.83,0.2913,
ALMS,Alumis Inc.,Healthcare,Biotechnology,United States,2807373568.0,-237415008.0,8402000.0,-0.58794,-0.64572996,0.0,,-7.4542994,,334.1316,4.940543,-0.9,6.29,,0.0,-206754624.0
ALNT,Allient Inc.,Technology,Electronic Components,United States,1077068928.0,23834000.0,560590016.0,0.05145,0.08236,0.042519998,44.314686,20.70915,0.524,1.921313,3.5285928,0.046,64.744,0.25,0.083900005,42912124.0
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,39713316864.0,537988992.0,4286923008.0,0.10062,0.90356004,0.12550001,74.548874,21.289877,,9.263828,36.909046,0.964,276.203,,0.0,204714128.0
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,United States,2166373632.0,128207000.0,1037558016.0,0.0471,0.14837,0.12357,18.174273,14.783762,-0.103,2.0879543,2.5157955,0.11,62.706,,0.0,89477752.0
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional,United States,704858496.0,26950000.0,236535008.0,0.0050999997,0.04976,0.11455,26.714287,10.117222,0.712,2.979933,1.230695,0.187,,2.99,0.8,
ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,United States,9112176640.0,543000000.0,3649999872.0,0.08254,0.30437002,0.14877,17.087093,9.814124,-0.404,2.496487,4.793839,0.836,228.639,1.06,0.1711,39125000.0
ALT,"Altimmune, Inc.",Healthcare,Biotechnology,United States,563975104.0,-91081000.0,36000.0,-0.24399,-0.42745999,0.0,,-3.2162545,,15665.976,1.3296653,,12.623,,0.0,-42502000.0
ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,United States,176993344.0,-81900000.0,1823399936.0,0.00735,-5.6967497,-0.043270003,,-9.951159,,0.09706776,-6.2528734,-0.03,,3.49,1.2667,108687504.0
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management,United States,500338880.0,-123287000.0,270974016.0,-0.03728,-0.12868,-0.42035,,7.5,,1.8464459,1.3436482,0.281,8.592,,0.0,26532750.0
ALTR,,,,,,,,,,,,,,,,,,,,
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,9187977216.0,709000000.0,10990000128.0,0.08375,0.28372,0.06451,13.21098,10.273603,-0.122,0.83603066,3.4882336,0.068,85.174,2.82,0.3541,430375008.0
ALVO,Alvotech,Healthcare,Drug Manufacturers - Specialty & Generic,Luxembourg,1042241280.0,-80731000.0,562043008.0,0.03839,,-0.14364,33.399998,18.66443,-0.991,1.8543799,-3.6906078,-0.202,,,0.0,-150856992.0
ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,United States,1257516928.0,20574000.0,211680000.0,0.03086,0.16212,0.09719,61.401493,18.925442,-0.622,5.9406505,13.860617,-0.027,941.228,7.31,4.4888,-31036000.0
AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,United States,10530307072.0,410142016.0,1285721984.0,0.0761,0.20407,0.31943,25.77907,14.816943,-0.003,8.190189,5.4391556,0.086,191.718,4.06,1.0465,457065632.0
AMAL,Amalgamated Financial Corp.,Financial Services,Banks - Regional,United States,1233222784.0,104642000.0,315968000.0,0.01199,0.13558,0.33118,12.002907,9.134956,0.037,3.902999,1.5265454,0.047,,1.5,0.1715,
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,343117496320.0,8508000256.0,29024000000.0,0.14858,0.39692003,0.29314,40.65475,26.799755,0.335,11.821855,14.351754,0.114,30.399,0.49,0.1731,3040375040.0
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,United States,3840072960.0,-75865000.0,390702016.0,-0.06935,-0.13123,-0.19418,,80.60136,,9.828649,6.374227,0.201,2.259,,0.0,86872624.0
AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,2414733568.0,-5000000.0,5733000192.0,0.03354,,0.0019200001,,13.7260895,,0.42119893,-3.458904,0.186,,9.9,5.0,203750000.0
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,United States,1138799232.0,-547400000.0,5031799808.0,0.01006,,-0.108789995,,-6.565217,,0.22632046,-0.47439522,0.212,,,0.0,90087504.0
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,17744828416.0,678000000.0,22190000128.0,0.04079,0.08737001,0.030550001,30.951614,8.951458,-0.117,0.7996768,1.5223514,0.774,143.74,6.77,2.0683,149500000.0
AMCX,AMC Global Media Inc.,Communication Services,Entertainment,United States,405892064.0,52481000.0,2298694912.0,0.03416,0.06339,0.02283,10.382023,6.2236047,,0.176575,0.42490572,-0.024,186.37,,0.0,1160138112.0
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,762322092032.0,4931999744.0,37454000128.0,0.03647,0.08063,0.13374,156.35786,36.07458,0.912,20.353556,11.82163,0.378,6.005,,0.0,7173374976.0
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,United States,51460661248.0,1527741056.0,7597581824.0,0.0801,0.14626999,0.20108,33.91541,25.4808,0.145,6.773295,4.7128463,0.113,22.489,0.61,0.1918,1385356544.0
AMG,"Affiliated Managers Group, Inc.",Financial Services,Asset Management,United States,7975392768.0,754600000.0,2122700032.0,0.02589,0.21834,0.35549,12.390643,7.6932445,0.736,3.7571926,2.5897973,0.097,73.417,0.01,0.0016,237537504.0
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,183123017728.0,7800000000.0,37219999744.0,0.08347999,1.01318,0.20955999,23.578873,14.45238,0.044,4.920017,19.926004,0.058,623.754,2.97,0.6722,7436624896.0
AMH,American Homes 4 Rent,Real Estate,REIT - Residential,United States,13254340608.0,455494016.0,1862982016.0,0.02174,0.0691,0.2527,26.235773,48.20231,0.179,7.114583,1.694586,0.028,67.703,4.09,1.0,740585728.0
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,United States,16297617408.0,436118016.0,7071107072.0,0.04403,0.10005999,0.061680004,37.787357,27.743084,2.856,2.3048184,3.5942712,0.275,35.4,0.51,0.191,-47146500.0
AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,United States,1072822208.0,-32444000.0,3419257088.0,0.03446,-0.045440003,-0.00949,,25.470081,,0.31375885,1.5000814,0.999,108.994,,0.0,671518528.0
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,40661352448.0,3895000064.0,19316000768.0,0.024260001,0.66936,0.20165001,11.273929,9.494179,0.66,2.1050606,6.5589247,0.09,56.246,1.5,0.1595,3355624960.0
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,811750656.0,79229000.0,720529984.0,0.053379998,0.10393,0.109960005,11.090362,5.618972,-0.725,1.1266022,1.0653318,0.004,88.749,,0.0,103104496.0
AMPL,"Amplitude, Inc.",Technology,Software - Application,United States,888548928.0,-89584000.0,356752992.0,-0.14151,-0.35355,-0.25111,,49.50129,,2.490656,4.087858,0.169,4.67,,0.0,52883124.0
AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,United States,206850064.0,9346000.0,228775008.0,-0.00059999997,0.028450001,0.0512,20.04,5.4456525,,0.9041637,0.4918516,-0.48,0.557,,0.0,-26582250.0
AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,United States,2228873728.0,-38772000.0,2122510976.0,-0.01011,-0.02476,-0.01827,,6.285407,,1.0501118,1.4525298,-0.013,0.805,,0.0,60398752.0
AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,United States,1682266496.0,31357000.0,1980756992.0,0.01735,0.044359997,0.01589,54.775864,19.552574,,0.84930485,1.579811,0.138,231.794,,0.0,-219862752.0
AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,3962263040.0,122118000.0,3045859072.0,0.08347999,,0.04009,33.567566,10.743387,3.846,1.3008687,-87.46478,0.039,6750.837,,0.0,101485872.0
AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,United States,2468220928.0,130485000.0,279404000.0,0.02027,0.35773,0.46701,17.052631,49.059784,42.667,8.8338785,4.597783,0.214,2.12,,0.0,-8896500.0
AMSF,"AMERISAFE, Inc.",Financial Services,Insurance - Specialty,United States,580752128.0,46341000.0,324780000.0,0.031689998,0.18266001,0.14267999,12.777777,14.904024,-0.085,1.78814,2.3535209,0.103,,5.28,0.65019995,22471750.0
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,85654437888.0,2900300032.0,10819300352.0,0.04911,0.29952,0.26806998,29.653227,26.621317,0.769,7.9168186,24.322,0.068,444.55,3.8,0.8226,4614362624.0
AMTB,Amerant Bancorp Inc.,Financial Services,Banks - Regional,United States,883909696.0,58332000.0,399568992.0,0.0058099995,0.06409,0.14599,15.816901,10.785113,0.571,2.212158,0.97813773,0.033,,1.6,0.2535,
AMTM,"Amentum Holdings, Inc.",Industrials,Specialty Business Services,United States,5675467776.0,148000000.0,14200999936.0,0.02864,0.028870001,0.01042,38.716663,8.404487,12.366,0.3996527,1.2302722,-0.004,83.5,,0.0,655500032.0
AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals,United States,188582176.0,-74185000.0,219714000.0,-0.06824,,-0.33764,,-4.54692,,0.8583075,-0.5782093,0.274,,,0.0,-68150376.0
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,566757248.0,17543000.0,1522377984.0,0.03238,0.01926,0.011519999,33.534485,20.80214,,0.37228417,0.62840253,-0.184,53.635,,0.0,46248624.0
AMX,"América Móvil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,78588600320.0,87517200384.0,948444266496.0,0.06641,0.21128,0.09227,15.652695,12.668288,0.258,0.08286054,3.6798518,0.021,170.868,2.16,0.36060002,140285067264.0
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,United States,2864833626112.0,90797998080.0,742775980032.0,0.06845,0.24285,0.12224,31.629454,27.04031,0.748,3.856928,6.4809093,0.166,53.3,,0.0,9806624768.0
AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,6357015040.0,679000000.0,27493099520.0,0.058480002,0.2933,0.0247,10.297018,7.854473,0.315,0.2312222,2.8931699,-0.021,470.56,,0.0,541025024.0
ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,United States,1737614848.0,-26787000.0,232388000.0,0.06784,-1.14553,-0.11527,,10.243065,,7.4772143,136.01366,-0.08,2175.845,,0.0,8323875.0
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,United States,2412729856.0,128617000.0,10977095680.0,0.022950001,0.09868,0.011720001,18.893333,11.920927,115.475,0.21979675,1.8843086,-0.012,99.939,1.13,0.21069999,-231020752.0
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,United States,193949859840.0,3720499968.0,9709899776.0,0.14359,0.31520998,0.38317,52.93127,34.617138,0.25,19.974445,14.380543,0.351,,,0.0,4362237440.0
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,United States,3470864896.0,506920992.0,5266292224.0,0.12412,0.3716,0.096260004,7.3862333,6.6044574,0.03,0.65907186,2.4767585,0.054,82.236,,0.0,263745872.0
ANGI,Angi Inc.,Communication Services,Internet Content & Information,United States,223273040.0,19748000.0,1022771968.0,0.02319,0.02011,0.01931,13.142858,5.7329206,,0.21830188,0.243924,-0.032,54.649,,0.0,38790000.0
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,United States,492521472.0,-31387000.0,313724992.0,-0.04681,-0.17475,-0.10005,,-54.18182,,1.5699147,2.8660736,0.089,6.573,,0.0,13942250.0
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,197987680.0,-11077000.0,116263000.0,-0.0414,-0.07848,-0.09515,,32.347824,,1.7029294,1.4842893,0.132,19.22,,0.0,6358625.0
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,1880607616.0,83935000.0,923705984.0,0.0497,0.18324,0.099759996,21.15601,7.7951694,0.861,2.0359375,3.1403515,0.205,112.077,,0.0,140259504.0
ANNX,"Annexon, Inc.",Healthcare,Biotechnology,United States,870003904.0,-198332992.0,,-0.45293,-0.8765,0.0,,-5.7509856,,,4.2176332,,12.435,,0.0,-107338376.0
AOMR,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT - Mortgage,United States,202556096.0,15925000.0,35262000.0,0.00587,0.06339,0.45698002,12.904762,5.928335,,5.7443166,0.7884784,,941.267,15.74,2.0317,
AON,Aon plc,Financial Services,Insurance Brokers,Ireland,69365522432.0,3942000128.0,17486000128.0,0.060510002,0.46447,0.22544001,17.825468,15.17063,0.271,3.9669178,7.0544534,0.065,155.05,1.01,0.16360001,3341625088.0
AORT,"Artivion, Inc.",Healthcare,Medical Devices,United States,1090283648.0,11677000.0,458688992.0,0.02841,0.03139,0.02549,89.84,29.043228,,2.3769562,2.4179137,0.175,57.309,,0.0,-7293625.0
AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,United States,7894823424.0,527600000.0,3811899904.0,0.12775,0.28267,0.13841,15.274667,13.705185,-0.105,2.0710993,4.2040367,-0.019,34.981,2.48,0.37330002,495612512.0
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,United States,1248662016.0,-106261000.0,685040000.0,-0.026180001,-0.12602,-0.15512,,-103.01235,,1.8227578,1.5597429,-0.005,3.641,,0.0,-37312000.0
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,United States,120919304.0,-9819000.0,205419008.0,-0.01635,-0.05703,-0.0478,,25.263159,,0.5886471,0.7220217,-0.033,19.778,,0.0,4693375.0
APA,APA Corporation,Energy,Oil & Gas E&P,United States,13714644992.0,1532999936.0,8370999808.0,0.09611,0.26217,0.18313,9.044289,9.380047,0.322,1.638352,2.124165,-0.119,61.314,2.58,0.2331,1691250048.0
APAM,Artisan Partners Asset Management Inc.,Financial Services,Asset Management,United States,2682125056.0,262163008.0,1222552960.0,0.18109,0.72485,0.23493999,9.468672,9.4391,-0.075,2.1938722,6.8941603,0.093,60.235,8.97,0.8271,289936736.0
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,United States,64459378688.0,2115299968.0,12463899648.0,0.03599,0.12353,0.16906999,30.502636,20.32274,,5.171686,4.1188107,0.088,101.611,2.5,0.7566,-3519237376.0
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,United States,944689664.0,35575000.0,659049024.0,0.06902,0.13111,0.061290003,26.683939,13.788487,1.293,1.4334134,3.0969992,0.062,50.123,,0.0,102187248.0
APG,APi Group Corporation,Industrials,Engineering & Construction,United States,18035281920.0,-268000000.0,8174000128.0,0.051570002,0.10019,0.03964,,21.52723,0.688,2.2064207,5.1733565,0.153,88.067,,0.0,715875008.0
APGE,"Apogee Therapeutics, Inc.",Healthcare,Biotechnology,United States,6118602240.0,-274615008.0,,-0.19004999,-0.2847,0.0,,-15.409738,,,4.810907,,0.641,,0.0,-142579376.0
APH,Amphenol Corporation,Technology,Electronic Components,United States,162464759808.0,4465500160.0,25903800320.0,0.13453001,0.36825,0.17239,37.839542,23.466444,0.241,6.2718506,11.614776,0.584,133.051,0.76,0.2385,3563725056.0
APLD,Applied Digital Corporation,Technology,Information Technology Services,United States,13108248576.0,-119756000.0,319262016.0,-0.00598,-0.055609997,-0.59472,,-65.52857,,41.057964,8.278289,1.393,110.128,,0.0,-1496915328.0
APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,United States,3415897600.0,171842000.0,1422424960.0,0.031889997,0.05421,0.12081,19.821918,20.870293,-0.098,2.4014606,1.0925702,0.031,53.668,6.63,1.3151,324528672.0
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,5252712960.0,133269000.0,1105280000.0,0.109280005,0.46023,0.120570004,38.34579,-130.54822,,4.7523823,12.647965,0.609,114.661,,0.0,-63650124.0
APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,United States,74088259584.0,1155000064.0,31286999040.0,0.00708,0.08492,0.03656,80.82389,12.111416,,2.3680205,3.993226,-0.092,101.267,1.75,1.283,
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,United States,766074048.0,54131000.0,1404733056.0,0.06315,0.1083,0.03853,14.238096,10.050421,5.742,0.54535204,1.4876856,0.016,55.957,3.01,0.41669998,77248376.0
APP,AppLovin Corporation,Communication Services,Advertising Agencies,United States,161815347200.0,3914972928.0,6164192256.0,0.44236,2.66444,0.6429,41.848827,21.968098,1.131,26.25086,68.53728,0.59,162.888,,0.0,3180097280.0
APPF,"AppFolio, Inc.",Technology,Software - Application,United States,5831329280.0,151964000.0,995334016.0,0.18541001,0.32598,0.15268,39.173397,20.050917,0.372,5.858666,12.400932,0.204,7.864,,0.0,177612256.0
APPN,Appian Corporation,Technology,Software - Infrastructure,United States,1568817024.0,885000.0,762691008.0,0.01622,,0.00116,1068.5001,17.015957,,2.0569496,-26.645887,0.215,,,0.0,88268624.0
APPS,"Digital Turbine, Inc.",Technology,Software - Application,United States,545544704.0,-49218000.0,541854016.0,0.0098,-0.27482998,-0.09083,,7.28,,1.0068113,2.798278,0.125,186.364,,0.0,34154124.0
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Switzerland,12138553344.0,365000000.0,20658999296.0,0.05698,0.040799998,0.01767,34.14286,8.43563,,0.5875673,1.3192272,0.054,103.823,,0.0,1091124992.0
AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Diversified,Canada,4594903040.0,198300000.0,2533600000.0,0.02317,0.02671,0.06718,22.961538,14.826772,-0.107,1.8135866,1.0271851,0.144,133.219,4.36,1.0,-274312512.0
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,516854496.0,-68911000.0,50271000.0,-0.28708,,-1.37079,,-9.155556,,10.281365,-15.036496,0.657,,,0.0,-25688000.0
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,United States,11386473472.0,961662976.0,5625670144.0,0.05886,0.12837,0.17094,11.893205,7.71103,1.606,2.024021,1.4121038,0.343,57.771,,0.0,635028352.0
ARAY,Accuray Incorporated,Healthcare,Medical Devices,United States,36509956.0,-46130000.0,428571008.0,-0.01651,-1.01063,-0.10764,,-1.2787501,,0.08518998,0.87435895,-0.074,437.329,,0.0,-10882000.0
ARCB,ArcBest Corporation,Industrials,Trucking,United States,2773399040.0,55930000.0,4041867008.0,0.02078,0.04334,0.013839999,51.053276,15.598079,,0.68616784,2.1567202,0.033,35.762,0.39,0.1967,110241376.0
ARCH,,,,,,,,,,,,,,,,,,,,
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,United States,199814176.0,-78671000.0,54710000.0,-0.19137,-0.37011,-1.43796,,-1.7611191,,3.6522422,1.0441111,-0.93,12.535,,0.0,11289250.0
ARDT,"Ardent Health, Inc.",Healthcare,Medical Care Facilities,United States,1323120768.0,134278000.0,6428975104.0,0.041739997,0.13937001,0.02089,9.715789,6.9924235,-0.034,0.20580587,0.98822266,0.07,132.309,,0.0,116480000.0
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,United States,1509349632.0,-58060000.0,427679008.0,-0.05114,-0.39457,-0.13576001,,11.861774,,3.5291646,10.149502,0.275,157.533,,0.0,86375.0
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,United States,8429414400.0,-1067513984.0,2930149120.0,0.01001,-0.04144,-0.36141,,-54.965908,,2.876787,0.5248082,-0.115,66.509,8.43,6.8946996,1408723072.0
ARES,Ares Management Corporation,Financial Services,Asset Management,United States,41036218368.0,561673024.0,5909112832.0,0.02536,0.14182,0.10539,57.59722,16.994997,7.705,6.944565,10.933299,0.283,168.762,4.34,2.1705,1757137152.0
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail,United States,894533248.0,64597000.0,1382125952.0,0.04053,0.17906,0.04674,13.446809,11.413918,-0.474,0.6472154,2.396663,0.009,160.917,,0.0,66149248.0
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,United States,1453375744.0,112140000.0,268475008.0,0.013459999,0.06914,0.47287998,13.506172,14.911741,0.0,5.413449,0.82566035,0.002,450.279,9.14,1.2346,
